hmdb_id;name;ccl;icl;inchi;gutper
HMDB0051261;TG(20:3(5Z,8Z,11Z)/22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z));Glycerolipids;Neutral;InChI=1S/C65H102O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-38-41-44-47-50-53-56-59-65(68)71-62(60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2)61-70-64(67)58-55-52-49-46-43-40-37-34-30-27-24-21-18-15-12-9-6-3/h8,11,16-17,19-20,25-30,32,35-37,39-41,44-46,48-49,62H,4-7,9-10,12-15,18,21-24,31,33-34,38,42-43,47,50-61H2,1-3H3/b11-8-,19-16-,20-17-,28-25-,29-26-,30-27-,35-32-,39-36-,40-37-,44-41-,48-45-,49-46-/t62-/m1/s1;1
HMDB0053559;TG(20:2n6/22:5(4Z,7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z));Glycerolipids;Neutral;InChI=1S/C65H102O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-38-41-44-47-50-53-56-59-65(68)71-62(60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2)61-70-64(67)58-55-52-49-46-43-40-37-34-30-27-24-21-18-15-12-9-6-3/h8,11,16-21,25-30,32,35-36,39,41,44-45,48,50,53,62H,4-7,9-10,12-15,22-24,31,33-34,37-38,40,42-43,46-47,49,51-52,54-61H2,1-3H3/b11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,35-32-,39-36-,44-41-,48-45-,53-50-/t62-/m1/s1;1
HMDB0054249;TG(20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z));Glycerolipids;Neutral;InChI=1S/C65H102O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-38-41-44-47-50-53-56-59-65(68)71-62(60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2)61-70-64(67)58-55-52-49-46-43-40-37-34-30-27-24-21-18-15-12-9-6-3/h8,11,16-21,25-30,32,35-37,39-41,44,46,49,62H,4-7,9-10,12-15,22-24,31,33-34,38,42-43,45,47-48,50-61H2,1-3H3/b11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,35-32-,39-36-,40-37-,44-41-,49-46-/t62-/m1/s1;1
HMDB0053924;TG(20:3n6/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z));Glycerolipids;Neutral;InChI=1S/C65H102O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-38-41-44-47-50-53-56-59-65(68)71-62(60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2)61-70-64(67)58-55-52-49-46-43-40-37-34-30-27-24-21-18-15-12-9-6-3/h8,11,16-21,25-30,32,35-37,39-41,44,50,53,62H,4-7,9-10,12-15,22-24,31,33-34,38,42-43,45-49,51-52,54-61H2,1-3H3/b11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,35-32-,39-36-,40-37-,44-41-,53-50-/t62-/m1/s1;1
HMDB0053913;TG(20:3n6/22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z));Glycerolipids;Neutral;InChI=1S/C65H102O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-38-41-44-47-50-53-56-59-65(68)71-62(60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2)61-70-64(67)58-55-52-49-46-43-40-37-34-30-27-24-21-18-15-12-9-6-3/h8,11,16-21,25-30,32,35-37,39-41,44-45,48,62H,4-7,9-10,12-15,22-24,31,33-34,38,42-43,46-47,49-61H2,1-3H3/b11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,35-32-,39-36-,40-37-,44-41-,48-45-/t62-/m1/s1;1
HMDB0055641;TG(20:4(8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z));Glycerolipids;Neutral;InChI=1S/C65H102O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-38-41-44-47-50-53-56-59-65(68)71-62(60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2)61-70-64(67)58-55-52-49-46-43-40-37-34-30-27-24-21-18-15-12-9-6-3/h8-9,11-12,16-21,25-30,32,35-37,39-41,44,62H,4-7,10,13-15,22-24,31,33-34,38,42-43,45-61H2,1-3H3/b11-8-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,35-32-,39-36-,40-37-,44-41-;1
HMDB0055765;TG(20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z));Glycerolipids;Neutral;InChI=1S/C65H102O6/c1-4-7-10-13-16-19-22-25-28-31-32-35-38-41-44-47-50-53-56-59-65(68)71-62(60-69-63(66)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2)61-70-64(67)58-55-52-49-46-43-40-37-34-30-27-24-21-18-15-12-9-6-3/h8-9,11-12,16-21,25-30,36-37,39-40,45-46,48-49,62H,4-7,10,13-15,22-24,31-35,38,41-44,47,50-61H2,1-3H3/b11-8-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,39-36-,40-37-,48-45-,49-46-;1
DB13170;Plecanatide;Other;Neutral;InChI=1S/C65H104N18O26S4/c1-25(2)15-34-55(98)80-41-24-113-110-21-38(58(101)77-37(65(108)109)16-26(3)4)71-44(87)20-69-62(105)50(30(10)84)83-61(104)40(78-51(94)29(9)70-63(106)48(27(5)6)81-57(100)35(18-43(68)86)76-64(107)49(28(7)8)82-60(41)103)23-112-111-22-39(59(102)73-32(53(96)75-34)11-13-45(88)89)79-54(97)33(12-14-46(90)91)72-56(99)36(19-47(92)93)74-52(95)31(66)17-42(67)85/h25-41,48-50,84H,11-24,66H2,1-10H3,(H2,67,85)(H2,68,86)(H,69,105)(H,70,106)(H,71,87)(H,72,99)(H,73,102)(H,74,95)(H,75,96)(H,76,107)(H,77,101)(H,78,94)(H,79,97)(H,80,98)(H,81,100)(H,82,103)(H,83,104)(H,88,89)(H,90,91)(H,92,93)(H,108,109)/t29-,30+,31-,32-,33-,34-,35-,36-,37-,38-,39-,40-,41-,48-,49-,50-/m0/s1;0
HMDB0055951;TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/O-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O5/c1-4-7-10-13-16-19-22-25-28-31-33-35-37-40-43-46-49-52-55-58-64(66)69-61-63(68-60-57-54-51-48-45-42-39-30-27-24-21-18-15-12-9-6-3)62-70-65(67)59-56-53-50-47-44-41-38-36-34-32-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-26,28-29,33-36,40-41,43-44,49-50,52-53,63H,4-6,9,12-15,18,21-24,27,30-32,37-39,42,45-48,51,54-62H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,35-33-,36-34-,43-40-,44-41-,52-49-,53-50-;1
HMDB0055950;TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/O-18:0);Glycerolipids;Neutral;InChI=1S/C65H104O5/c1-4-7-10-13-16-19-22-25-28-31-33-35-37-40-43-46-49-52-55-58-64(66)69-62-63(61-68-60-57-54-51-48-45-42-39-30-27-24-21-18-15-12-9-6-3)70-65(67)59-56-53-50-47-44-41-38-36-34-32-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-26,28-29,33-36,40-41,43-44,49-50,52-53,63H,4-6,9,12-15,18,21-24,27,30-32,37-39,42,45-48,51,54-62H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,35-33-,36-34-,43-40-,44-41-,52-49-,53-50-/t63-/m1/s1;1
HMDB0054989;TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-29,32-36,39-40,42-43,48-49,51-52,62H,4-15,18,21-24,30-31,37-38,41,44-47,50,53-61H2,1-3H3/b19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,36-27-,42-39-,43-40-,51-48-,52-49-;1
HMDB0054981;TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h16-17,19-21,24-26,28-29,32-35,39-40,42-43,48-49,51-52,62H,4-15,18,22-23,27,30-31,36-38,41,44-47,50,53-61H2,1-3H3/b19-16-,20-17-,24-21-,28-25-,29-26-,34-32-,35-33-,42-39-,43-40-,51-48-,52-49-;1
HMDB0054776;TG(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,32-36,39-40,42-43,48,51,62H,4-15,22-24,30-31,37-38,41,44-47,49-50,52-61H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,35-33-,36-27-,42-39-,43-40-,51-48-/t62-/m1/s1;1
HMDB0054784;TG(22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,32-36,39-40,42-44,47,62H,4-15,22-24,30-31,37-38,41,45-46,48-61H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,35-33-,36-27-,42-39-,43-40-,47-44-;1
HMDB0054939;TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-26,28-29,32-35,39-40,42-43,48-49,51-52,62H,4-6,8-9,11-15,18,21-24,27,30-31,36-38,41,44-47,50,53-61H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,42-39-,43-40-,51-48-,52-49-/t62-/m1/s1;1
HMDB0054737;TG(22:4(7Z,10Z,13Z,16Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-29,32-36,39-40,42-43,48,51,62H,4-6,8-9,11-15,18,21-24,30-31,37-38,41,44-47,49-50,52-61H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,36-27-,42-39-,43-40-,51-48-/t62-/m1/s1;1
HMDB0054994;TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-29,32-36,39-40,42-43,49,52,62H,4-6,8-9,11-15,18,21-24,30-31,37-38,41,44-48,50-51,53-61H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,36-27-,42-39-,43-40-,52-49-/t62-/m1/s1;1
HMDB0054728;TG(22:4(7Z,10Z,13Z,16Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-26,28-29,32-35,39-40,42-43,48,51,62H,4-6,8-9,11-15,18,22-23,27,30-31,36-38,41,44-47,49-50,52-61H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,28-25-,29-26-,34-32-,35-33-,42-39-,43-40-,51-48-/t62-/m1/s1;1
HMDB0054986;TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-26,28-29,32-35,39-40,42-43,49,52,62H,4-6,8-9,11-15,18,22-23,27,30-31,36-38,41,44-48,50-51,53-61H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,28-25-,29-26-,34-32-,35-33-,42-39-,43-40-,52-49-/t62-/m1/s1;1
HMDB0054509;TG(22:2(13Z,16Z)/18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,10,16-21,25-29,32,34,36,39,42,44,47-48,51,62H,4-6,8-9,11-15,22-24,30-31,33,35,37-38,40-41,43,45-46,49-50,52-61H2,1-3H3/b10-7-,19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,36-27-,42-39-,47-44-,51-48-/t62-/m1/s1;1
HMDB0051831;TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16,18-19,21,25-29,32,34,36,39,42,44,47-48,51,62H,4-6,8,11,13-15,17,20,22-24,30-31,33,35,37-38,40-41,43,45-46,49-50,52-61H2,1-3H3/b10-7-,12-9-,19-16-,21-18-,28-25-,29-26-,34-32-,36-27-,42-39-,47-44-,51-48-/t62-/m1/s1;1
HMDB0054588;TG(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16-21,25-29,32,34,36,39,42,44,47,62H,4-6,8,11,13-15,22-24,30-31,33,35,37-38,40-41,43,45-46,48-61H2,1-3H3/b10-7-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,36-27-,42-39-,47-44-/t62-/m1/s1;1
HMDB0054579;TG(22:2(13Z,16Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16-21,25-29,32,34,36,39,42,48,51,62H,4-6,8,11,13-15,22-24,30-31,33,35,37-38,40-41,43-47,49-50,52-61H2,1-3H3/b10-7-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,36-27-,42-39-,51-48-/t62-/m1/s1;1
HMDB0055814;TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-26,28-29,32-35,39-40,42-43,48,51,62H,4-6,9,12-15,18,21-24,27,30-31,36-38,41,44-47,49-50,52-61H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,42-39-,43-40-,51-48-/t62-/m1/s1;1
HMDB0010544;TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-29,32-36,39-40,42-43,62H,4-6,9,12-15,18,21-24,30-31,37-38,41,44-61H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,36-27-,42-39-,43-40-;1
HMDB0055831;TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-21,24-26,28-29,32-35,39-40,42-43,62H,4-6,9,12-15,18,22-23,27,30-31,36-38,41,44-61H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,24-21-,28-25-,29-26-,34-32-,35-33-,42-39-,43-40-;1
HMDB0054583;TG(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,32,34,36,39,42,44,47-48,51,62H,4-8,10-11,13-15,22-24,30-31,33,35,37-38,40-41,43,45-46,49-50,52-61H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,36-27-,42-39-,47-44-,51-48-/t62-/m1/s1;1
HMDB0054847;TG(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-39-42-45-48-51-54-57-63(66)69-60-62(71-65(68)59-56-53-50-47-44-41-36-27-24-21-18-15-12-9-6-3)61-70-64(67)58-55-52-49-46-43-40-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,32-36,39-40,42-43,62H,4-8,10-11,13-15,22-24,30-31,37-38,41,44-61H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,35-33-,36-27-,42-39-,43-40-;1
HMDB0050153;TG(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-29,32-36,40-41,43-44,49-50,52-53,62H,4-15,18,21-24,30-31,37-39,42,45-48,51,54-61H2,1-3H3/b19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,36-27-,43-40-,44-41-,52-49-,53-50-/t62-/m0/s1;1
HMDB0049547;TG(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h16-17,19-21,24-26,28-29,32-35,40-41,43-44,49-50,52-53,62H,4-15,18,22-23,27,30-31,36-39,42,45-48,51,54-61H2,1-3H3/b19-16-,20-17-,24-21-,28-25-,29-26-,34-32-,35-33-,43-40-,44-41-,52-49-,53-50-/t62-/m0/s1;1
HMDB0052718;TG(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,32-36,40-41,43-44,49,52,62H,4-15,22-24,30-31,37-39,42,45-48,50-51,53-61H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,35-33-,36-27-,43-40-,44-41-,52-49-/t62-/m0/s1;1
HMDB0052732;TG(18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,32-36,40-41,43-44,50,53,62H,4-15,22-24,30-31,37-39,42,45-49,51-52,54-61H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,35-33-,36-27-,43-40-,44-41-,53-50-/t62-/m0/s1;1
HMDB0053144;TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,32-36,40-45,62H,4-15,22-24,30-31,37-39,46-61H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,34-32-,35-33-,36-27-,43-40-,44-41-,45-42-/t62-/m0/s1;1
HMDB0045287;TG(18:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-26,28-29,32-35,40-41,43-44,49-50,52-53,62H,4-6,8-9,11-15,18,21-24,27,30-31,36-39,42,45-48,51,54-61H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,43-40-,44-41-,52-49-,53-50-/t62-/m0/s1;1
HMDB0050139;TG(18:1(9Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));Glycerolipids;Neutral;InChI=1S/C65H104O6/c1-4-7-10-13-16-19-22-25-28-30-32-34-37-40-43-46-49-52-55-58-64(67)70-61-62(60-69-63(66)57-54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)71-65(68)59-56-53-50-47-44-41-38-35-33-31-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-29,32-36,40-41,43-44,49,52,62H,4-6,8-9,11-15,18,21-24,30-31,37-39,42,45-48,50-51,53-61H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,34-32-,35-33-,36-27-,43-40-,44-41-,52-49-/t62-/m0/s1;1
